,alligator@aalto.fi,ant@aalto.fi,armadillo@aalto.fi,bear@aalto.fi,bee@aalto.fi,butterfly@aalto.fi,cat@aalto.fi,caterpillar@aalto.fi,deer@aalto.fi,dog@aalto.fi,dove@aalto.fi,duck@aalto.fi,eagle@aalto.fi,elephant@aalto.fi,fox@aalto.fi,goose@aalto.fi,hamster@aalto.fi,hare@aalto.fi,horse@aalto.fi,ladybug@aalto.fi,mantis@aalto.fi,mouse@aalto.fi,owl@aalto.fi,panda@aalto.fi,peacock@aalto.fi,pig@aalto.fi,rabbit@aalto.fi,scorpion@aalto.fi,seagull@aalto.fi,seal@aalto.fi,sealion@aalto.fi,spider@aalto.fi,squirrel@aalto.fi,turtle@aalto.fi,vulture@aalto.fi
71,-1157.3607119213161,-242.04070311681593,-5124.731060921604,-127.70885903904106,-3829.1591284689566,-2296.361548364036,-5199.3240235707835,-79.17610148232214,-2393.3631938134004,-224.72334789999348,-163.75271979137537,-1941.2787957434746,-4382.902698665438,-44.926579062466814,-6478.906883351759,-323.97380330238656,-298.4972484230905,-4177.222438912694,-3001.813604653182,-1214.796020400875,-387.0340110794697,-1265.3057661807666,-3274.5232505412696,-2461.7457662618763,-3634.791870878158,-726.2967274925181,-4295.996509001418,-4470.317025726199,-2268.923022134506,-1339.7615314100328,-2963.4890568274195,-251.3829982435446,-2773.1651235935233,-3613.005975252462,-1420.8350346717325
72,-1250.2069982419632,-261.74914245718026,-5456.346265760036,-137.2288855131269,-3926.645749525108,-2471.727369460704,-5435.351643896291,-84.64361780633223,-2567.2559183753633,-241.49275513042932,-177.48925266895463,-2036.301516244929,-4476.827815952689,-45.65564548990268,-6878.1925396936085,-348.223898173439,-324.03720100519615,-4265.462464911933,-3272.191249984915,-1307.7063952089738,-413.5175106956612,-1356.0784279307572,-3383.8083904960354,-2638.792556131778,-3825.9029443470554,-763.5118869032256,-4388.052014777397,-4653.843608575119,-2313.6829459736937,-1454.159553756081,-3143.220961341911,-271.3101423845769,-2830.671770154647,-3766.734872221361,-1521.568455321585
73,-1354.2146266481323,-284.5790354877172,-5822.027641930275,-148.3136552102813,-4039.3600619935714,-2674.236884702478,-5699.733084942394,-91.02371138329406,-2761.643260582887,-260.93542283189134,-193.41859864511977,-2146.3790633163308,-4585.361085976015,-46.591924622472355,-7304.118078837131,-376.29461830622967,-353.6140394635294,-4367.407028247351,-3577.177553427318,-1415.0170025870366,-444.18414482629294,-1460.9279390073834,-3510.095244575325,-2840.3552821580533,-4046.789875494462,-806.5458745827691,-4494.450442530625,-4861.443342859489,-2365.4501456977173,-1586.2601282029914,-3350.7835788964308,-294.4141230066473,-2897.1360321307725,-3944.403776842708,-1637.9342717060913
74,-1474.7795276329343,-311.6382133908694,-6228.000920007634,-161.4947068860757,-4172.84550582818,-2913.6953458812604,-5998.15671029382,-98.61718318293819,-2983.14519652982,-283.990805298853,-212.30857989179822,-2276.9525182502803,-4713.818306448548,-47.768020497838634,-7768.500632264891,-409.55114880695385,-388.6641152230069,-4488.060279364272,-3912.764020992442,-1541.6080627673066,-480.52380734458325,-1584.9725281124506,-3658.255527968204,-3071.6865799327006,-4308.29283804786,-857.4949602482093,-4620.413644247872,-5105.598255481315,-2426.776896544765,-1741.9929420328867,-3596.3338526632424,-321.81356915873,-2975.8284512950017,-4154.725164300451,-1775.6071592763058
75,-1616.0872680616212,-344.79850098018835,-6694.304728468426,-177.68111821457472,-4336.394844848921,-3203.840445932002,-6349.01661043001,-107.9440107606217,-3237.6914517897303,-312.25094985301627,-235.46197655069028,-2436.503511442696,-4871.112834349627,-49.258221572402675,-8282.366852459709,-450.29549807076626,-431.6131806632681,-4635.809785238802,-4286.090715806787,-1690.8816271760534,-525.0507329437752,-1736.6968601507347,-3837.254657393567,-3346.2562031844723,-4628.421200584465,-919.8864571775464,-4774.693690714161,-5400.671538783222,-2501.9438483369986,-1930.1938602919067,-3896.8963419124757,-355.4021763273595,-3072.2313752270557,-4412.1833427772945,-1943.5579325255344
76,-1787.83997733358,-387.58133330113094,-7248.876823345971,-198.5925314904017,-4547.41716068167,-3567.0428350902816,-6776.077693241397,-119.99177337838873,-3545.922429089479,-348.71458527986704,-265.33268948968316,-2638.8182541024958,-5073.954404521454,-51.21848888305491,-8863.188632397127,-502.85460702145684,-487.02358105742394,-4826.375358055705,-4715.6709911089765,-1870.5985835604197,-582.4905702831564,-1929.6904660651305,-4066.9943034436246,-3689.7442425724576,-5035.928033958586,-1000.336738871837,-4973.6693307532305,-5779.655719083942,-2598.9779159740006,-2170.8436492499277,-4284.339839977893,-398.7461407066787,-3196.62205376949,-4740.78178973828,-2154.1681925272496
77,-2011.8069572219472,-447.90084620760035,-7964.61673330477,-228.10221946249322,-4843.892859046488,-4027.6971807721357,-7329.862647518718,-136.98805295390576,-3951.7180162217746,-400.08685476103074,-307.3292989766326,-2922.1456361749106,-5358.963173942162,-54.01417571585114,-9584.090060954319,-576.9462474351978,-565.1470880807822,-5094.58133784436,-5244.080591280134,-2099.222513908727,-662.9336395084499,-2190.1690670216035,-4379.879334408966,-4133.966074795366,-5583.061432874121,-1113.0767554984382,-5252.744068514778,-6306.939147238501,-2735.8953281101735,-2496.1817114813925,-4826.533439846811,-459.8639581491026,-3371.9453836967855,-5184.450364857736,-2436.3564247998365
78,-2351.1698550614005,-550.994775127738,-9032.171781437602,-278.2019188313323,-5340.017626213916,-4684.568818642843,-8125.526792394897,-166.04565903088758,-4541.465155541036,-483.3108776990434,-373.7012144509585,-3386.1196099334575,-5835.504417708999,-58.82685217409709,-10608.990739245704,-701.6205153091751,-698.5200594639964,-5546.086638465806,-5980.361465058693,-2432.3339518489915,-791.6183161595812,-2587.2913335304247,-4882.268945922331,-4782.4274580137635,-6423.787700408894,-1294.196565762822,-5719.046580675903,-7148.320161305328,-2970.1300257981,-2985.444727833732,-5715.273296816402,-564.3331760034612,-3664.1564679609996,-5890.904662909821,-2842.7445982146546
79,-3436.6870660254276,-976.2245101182255,-14212.5112015701,-481.66167018899796,-9187.390763561216,-6860.220309854662,-11654.918605078425,-328.0879536185089,-6554.78617671999,-846.9693227047536,-624.8786065188576,-6823.066014832616,-9409.488971082048,-102.66851987319795,-14799.706156726597,-1098.140477964841,-1179.299424114306,-9163.559882055877,-8125.2985737959725,-3402.7596091480827,-1438.9849650118183,-4090.7279594526226,-8181.123577579634,-6728.196709246885,-11492.424265967107,-2083.9337382488607,-9322.429536918262,-11912.19947969824,-4959.960809981884,-4493.446714827118,-9526.799094990363,-1128.208266384636,-6231.689011056331,-10214.647864419272,-4314.022059591861
80,-512.5916950227258,-155.18743310356973,-2592.931727161582,-119.86364050762245,-2750.7472623529793,-1074.0923778546617,-3270.558012728605,-96.8636298751029,-1121.8054433573402,-161.80436658320582,-122.01242284903927,-1189.2789924356944,-3313.9724740548495,-101.33922926938794,-3244.8066998070644,-203.574287130872,-182.6767692364766,-3146.6492157520784,-1140.6849995698467,-596.3196667303523,-249.69362433064296,-616.0896169366865,-2260.470676469754,-1209.5877217101038,-2141.9384761403917,-498.89020585497195,-3245.262707577177,-2920.421367004693,-1679.2296729401244,-565.5511325333525,-1643.441107371073,-160.31095412247421,-2038.2556728983102,-2297.6089788241334,-736.3465555549452
81,-534.5145090747932,-144.48319584296843,-2722.2898892101966,-104.81162608477585,-2778.68961834144,-1129.0996618351658,-3354.820596289038,-80.00548117569171,-1180.5326291638992,-149.62554147977528,-108.68037813031674,-1213.7865967958787,-3340.8668689948736,-82.47689149586117,-3418.7100353711453,-195.30344934727282,-170.79006067758272,-3172.5777573608125,-1234.9762467978667,-616.3277391923564,-241.93238113566701,-639.9804947242931,-2290.582212723268,-1269.2766591199113,-2205.838736513515,-495.1827223069783,-3271.6549636301684,-2982.1934514244285,-1687.1741773693986,-594.6405029453483,-1700.7571879885786,-150.10365369555507,-2051.494037969776,-2346.361908313006,-759.7257383585861
82,-564.5744470540054,-139.8245098795757,-2864.1163943639776,-95.4646137097551,-2812.388054688518,-1193.2797686003482,-3449.085537630085,-69.06773147770434,-1249.2419726506778,-143.3737111382638,-101.39209735232222,-1243.7816145325864,-3373.2002434914893,-69.13779347191975,-3608.3229605155257,-193.1286636986511,-166.07589442146775,-3203.597616848473,-1341.0431897118874,-644.2257936433538,-240.07038190451578,-671.4155664208694,-2327.1749658294075,-1337.4444821508405,-2277.795713410265,-497.98196172022176,-3303.476108744566,-3052.285301539733,-1699.298836848146,-632.093298138752,-1767.2147615347367,-145.41471643966548,-2069.41326203631,-2402.577294859826,-790.9265917420994
83,-601.0036775237722,-139.65141500805174,-3017.6432961492606,-90.29173215934057,-2850.846305592244,-1265.4313441148577,-3552.121879158166,-62.36834565326266,-1326.1718863083343,-141.52594526096186,-98.47793920605206,-1278.550224822875,-3410.2166064868698,-59.78046151667611,-3812.32604292796,-195.43431735884434,-166.72568833783032,-3238.987316729462,-1457.4786534675654,-678.3649549629863,-242.71062134279543,-708.7236920985162,-2369.3082327740476,-1412.9577789577256,-2357.105715741408,-505.7509218299101,-3339.8829131237108,-3129.7797087869485,-1714.7269647693088,-676.2726134452002,-1841.640332552634,-144.9536670793826,-2091.027962526865,-2465.319575219755,-828.4534202962657
84,-642.8457889238579,-142.86302719829334,-3183.1926284446727,-88.20217810421421,-2893.628528727118,-1345.034665058242,-3663.7573593996976,-58.70797028450933,-1410.7430043541117,-143.00324637126238,-98.79245543315997,-1317.7423571240986,-3451.540567758878,-53.28898290022261,-4031.2434234503794,-201.14038915044227,-171.4632500988393,-3278.372701246045,-1583.9853152152696,-717.81432819266,-248.87176386136645,-751.1645004213457,-2416.5259925924033,-1495.4774164615317,-2443.6497142332787,-517.435153312902,-3380.464394602439,-3214.4329673772295,-1732.915887818819,-726.3125495815189,-1923.5460359662738,-147.78724085575914,-2115.764923926922,-2534.278141671545,-871.4641257729552
85,-689.6575439493763,-148.70291043571768,-3361.701108498599,-88.4283752228898,-2940.6589934017325,-1432.0683180556273,-3784.4047343522125,-57.240831239707035,-1502.971551344022,-147.05596396576212,-101.5498314738557,-1361.290574790532,-3497.085287337074,-48.85891634749801,-4266.434489588393,-209.53276973940723,-179.41127033268305,-3321.652437829199,-1720.9372575239006,-762.1220951346436,-257.8854070150711,-798.4337273004281,-2468.7228508400726,-1585.1523572676358,-2537.730354480681,-532.3428168274814,-3425.123297523593,-3306.4615329690305,-1753.5732861707197,-781.8597330028804,-2012.947506163784,-153.25723486425488,-2143.351212834463,-2609.563225492468,-919.5765511132233
86,-741.3640581960026,-156.67427211431846,-3554.6052318097727,-90.44068099253107,-2992.1240808354987,-1526.9120493385165,-3914.9074341054916,-57.379665125581184,-1603.2963720810812,-153.18067676936096,-106.22236612342229,-1409.3630044051092,-3546.99965062402,-45.91286981979354,-4519.89050510931,-220.1616261384435,-189.9943020112694,-3368.9527385439696,-1869.218833117099,-811.1897726126963,-269.3224520930411,-850.5386066334028,-2526.0719583711684,-1682.4993490137513,-2639.997154416361,-550.0597428566102,-3474.008536498542,-3406.4457947700093,-1776.6008695547846,-842.9389182335119,-2110.265615600736,-160.9192710167461,-2173.7417275636285,-2691.610467974506,-972.7554959062863
87,-798.1898664011728,-166.4791203408789,-3763.862955732593,-93.8862321543521,-3048.433298580141,-1630.3128735460436,-4056.5153348433096,-58.72637920952176,-1712.5339242276045,-161.06140058815805,-112.4736563547041,-1462.3444644992153,-3601.6464451277075,-44.038505093106444,-4794.258857905308,-232.77701783824995,-202.87026293338124,-3420.6074735780603,-2030.1945418836174,-865.2090173843808,-282.94246024042076,-907.6868115134055,-2588.995903876049,-1788.3724845821293,-2751.433819025906,-570.39214936417,-3527.4853641169016,-3515.306833709782,-1802.0603094331907,-909.8895299656883,-2216.291930378061,-170.49876657891264,-2207.077563265657,-2781.1524430080017,-1031.2556845208765
88,-860.638047077902,-177.9771163142197,-3992.0588856887125,-98.54641820304911,-3110.2202188401848,-1743.403935999254,-4210.935578964108,-61.02232972284022,-1831.8995356602486,-170.5300308748267,-120.11435908773059,-1520.8440327984972,-3661.6082074682727,-42.94338364727291,-5092.982336289802,-247.28904518190987,-217.88501014119137,-3477.1627361151172,-2205.762177477492,-924.6416821023389,-298.6618389232642,-968.4363195722519,-2658.172598494597,-1903.9911093316325,-2873.3971561970106,-593.3323377700802,-3586.136858130341,-3634.338403585727,-1830.158541639617,-983.352218380106,-2332.208346252673,-181.86155010155238,-2243.6701513180687,-2879.239710826204,-1095.6076066246155
89,-929.5086623417808,-191.16148461944863,-4242.525382358963,-104.30915025168386,-3178.378397958081,-1867.7774015138714,-4380.45141145758,-64.11383385830987,-1963.0835280141318,-181.54281592754012,-129.07484025990124,-1585.73184219112,-3727.722492050146,-42.42240872301503,-5420.402312100521,-263.74723258407874,-235.046874958553,-3539.4086363680453,-2398.484179433709,-990.2379120841678,-316.5387816030952,-1032.5200742827524,-2734.5764945379165,-2031.02207049295,-3007.710305447357,-619.0453412167406,-3650.796570153844,-3765.2935998807056,-1861.2520208456895,-1064.2998628932514,-2459.6624236438165,-194.99782686726357,-2284.009841122477,-2987.309652027423,-1166.6425692863334
90,-1005.9191415740765,-206.15127570281356,-4517.680551232714,-111.15371950528484,-3254.1382329831754,-2005.6263469358312,-4568.126338262626,-67.9300011456815,-2108.31836434223,-194.17165310804236,-139.39235068473275,-1658.2143003153376,-3801.154977684866,-42.33470925454426,-5777.25240504765,-282.33798421142535,-254.52063878872832,-3608.446755511869,-2611.819857638203,-1063.0971105277622,-336.77532714534624,-1103.6949986689929,-2819.5642744784045,-2171.729422156605,-3156.8278655393724,-647.877689531189,-3722.6194997849234,-3910.5381237602705,-1895.8728416753847,-1154.1193254804211,-2600.9136587784333,-210.0198451620796,-2328.8022306406347,-3107.3153999139977,-1245.5628003921777
91,-1090.373651748798,-223.20205559981306,-4818.562095938232,-119.14791977474232,-3339.203807234152,-2159.9916252897324,-4778.084002375099,-72.47143758094276,-2268.4582033953798,-208.61161044520287,-151.21314301376975,-1739.9678807520102,-3883.5297604303723,-42.58772441515262,-6154.1944693664755,-303.4028952285764,-276.64403747322035,-3685.811640428945,-2850.5106645241513,-1144.7889103655507,-359.7404556956866,-1183.4995131047872,-2915.0273090974424,-2329.1730257450754,-3324.113247892383,-680.3942489411604,-3803.2097673114417,-4073.2307608029455,-1934.785070897458,-1254.7653488831602,-2759.087408143157,-227.176184886468,-2379.0427389416627,-3241.9463687264933,-1334.0755121374586
92,-1183.5773041561745,-242.74197529478067,-5151.583584186315,-128.4598851158375,-3435.9915354438376,-2335.189255917536,-5014.568000980436,-77.8102607218079,-2442.90249061093,-225.21039155579368,-164.81375415301636,-1833.3731955782812,-3977.1573349038613,-43.12708114809001,-6557.634392108458,-327.4868101958554,-301.9761593125189,-3773.6844543575376,-3120.999770495756,-1237.5728868705971,-386.02449164816267,-1274.1439312690582,-3023.6567432628435,-2506.250211515632,-3514.3117558695058,-717.4578602546371,-3894.844409879534,-4256.588537749971,-1979.089981047877,-1369.0339989612694,-2938.6138941403165,-246.8903358035394,-2436.153299957339,-3395.0069923957935,-1434.6332480151596
93,-1288.0891655892374,-265.4502963727804,-5520.518449486432,-139.3923379916548,-3548.060983872668,-2537.5789866478835,-5280.54696914984,-84.10510147042359,-2638.0517241883185,-244.5341908927586,-180.6529668787441,-1941.9381056222078,-4085.4470813559515,-43.93179356508049,-6990.179953994451,-355.4369390602279,-331.4001548507244,-3875.2803926460765,-3427.840959082896,-1344.798927922283,-416.5484891957086,-1378.9054523380732,-3149.4069357076996,-2708.2549244474044,-3734.3971104529937,-760.3851716488157,-4000.8783564976934,-4464.399518717635,-2030.4212888156828,-1501.050608846298,-3146.018289722084,-269.8413372383368,-2502.2338272299007,-3572.096238256846,-1550.8726367371237
94,-1408.9493959625977,-292.419755800043,-5929.451281740993,-152.45905612290497,-3680.946979517168,-2776.9916058843387,-5580.737329188891,-91.64191011061018,-2861.1495798025144,-267.5051623068289,-199.4830604953989,-2071.1069421618436,-4213.704875260033,-45.01580143864697,-7460.147494990288,-388.60413974883375,-366.33409445927924,-3995.598482067472,-3767.7665735123073,-1471.5020412403373,-452.7847357328844,-1502.893023788989,-3297.6652677346215,-2941.3178559034613,-3995.1998262464376,-811.2574323204431,-4126.527409699145,-4708.3308382609675,-2091.326293479085,-1657.026516982618,-3391.445182810833,-297.12876109038194,-2580.551281639657,-3781.9157156289284,-1688.4596407066688
95,-1551.6869733216922,-325.51186256229425,-6400.577557689165,-168.5566834004362,-3843.935362166211,-3068.364124850921,-5933.755698733891,-100.93069071650825,-3118.06209515309,-295.7034555693127,-222.5962751848932,-2229.466110607918,-4370.836134788173,-46.44030264987994,-7983.24398688464,-429.28057723490303,-409.191453015027,-4143.023047263862,-4147.554981810041,-1621.7166968838828,-497.2352404559206,-1654.6181827407295,-3476.210251674731,-3215.987464806408,-4314.812241085572,-873.5919614745972,-4280.539734296828,-5003.400814812765,-2166.082450826494,-1845.5285982135438,-3691.9107237127037,-330.6328431103982,-2676.585875032005,-4039.0019333589107,-1856.5985482389315
96,-1724.5374391841706,-368.2410220588583,-6961.451865443125,-189.39622694492,-4054.4382012229894,-3432.9124480642636,-6364.718723967996,-112.95238651935634,-3428.379171606265,-332.1198963958399,-252.4401615441181,-2431.0688286226105,-4573.546372008356,-48.35217696708643,-8574.143863892445,-481.7864543261978,-464.5264242222936,-4333.274404056375,-4582.407444052424,-1803.4991903106911,-554.618313250194,-1848.4952183078872,-3705.8481854009274,-3561.6865819332256,-4722.587318316064,-954.0026366658501,-4479.307625969146,-5382.090002248211,-2262.714605338941,-2086.3266180542087,-4079.2997152219164,-373.91034065273743,-2800.61394146582,-4368.248562178562,-2068.4039842976576
97,-1950.9179905575093,-428.5166179327073,-7684.565178752757,-218.84516610741713,-4350.783819016742,-3901.5661843043235,-6925.834283850836,-129.93023783791548,-3839.0540539604754,-383.47453415724266,-294.44583901148695,-2713.5511149117106,-4858.809933393771,-51.110595512409844,-9306.036699655164,-555.8366188495781,-542.5856060521428,-4601.351222845515,-5120.20363013595,-2034.4919228516565,-635.2640258040444,-2110.516617307186,-4020.4240621592367,-4011.0946706722943,-5273.5887537412455,-1066.9559483679075,-4758.46879765989,-5910.754042531433,-2399.237624902698,-2414.6127563576306,-4622.619936149913,-434.97320412469105,-2975.619571006141,-4814.566989946303,-2353.0609367400943
98,-2294.936870846808,-531.574404040972,-8768.64744313459,-269.0937711311475,-4847.864325166094,-4567.288336759597,-7734.352911473145,-158.9743244391394,-4438.682899710604,-467.34817420787925,-361.4267736768116,-3180.015564462038,-5336.206698619233,-55.89306105994042,-10352.693428284358,-681.3542372896138,-675.9778221957729,-5053.240498702216,-5871.153457440506,-2374.18343891383,-764.331155101635,-2512.787082751851,-4526.200341337436,-4672.66691245841,-6125.34348547853,-1249.8501643455656,-5225.680210089,-6758.790024563389,-2633.084590927183,-2910.635786520069,-5516.974670314392,-539.3949166862235,-3268.089497832435,-5525.455613257501,-2765.6695013446515
99,-3425.7805640182605,-971.8208595964946,-14082.765294139008,-478.84725261976615,-8718.323754217681,-6833.315275845209,-11335.314712020472,-325.58812592666345,-6534.372065565274,-842.9562806469773,-622.4035243633882,-6637.612009104818,-8938.220071256992,-99.71011672221978,-14665.54321786889,-1093.9729633670236,-1175.604017658395,-8680.463053251911,-8111.032175797215,-3384.699258779369,-1432.8050170335555,-4070.71311719596,-7864.292276113795,-6697.720319113072,-11255.413668276138,-2062.7528329584184,-8854.864132514984,-11597.554453187046,-4626.521935514557,-4482.201569641056,-9439.35625846566,-1118.9352582323056,-5836.847575847654,-9914.2181498885,-4291.405663054871
100,-495.08122679966976,-193.23194880340083,-2332.9613066226993,-171.41502790963995,-2336.4509140058726,-985.8400829792533,-2903.7930331751504,-146.67772792040734,-1040.8293661836958,-204.71239413985674,-166.05840655592692,-1066.8442301106575,-2893.275358129904,-159.71009572486355,-2951.211336524391,-237.88653065926422,-229.11207011332024,-2743.0761241338796,-1031.9357885157942,-577.0211874626536,-281.2294520214073,-579.6784518344598,-1977.6548087673564,-1114.401524609505,-1892.4584714038556,-510.0579386766615,-2834.5101426393717,-2582.664247921404,-1436.9531754287932,-529.8634440142894,-1485.9486876874576,-196.0888213104871,-1734.4285587468778,-1989.7392240056988,-702.0881475688393
101,-500.7905516739954,-165.21500241223623,-2449.9512811152445,-138.82248894539308,-2353.7136390053165,-1026.1129444916937,-2976.8172316268756,-112.15612781388222,-1084.72450712327,-174.9522156539934,-135.22775858221607,-1078.0245975336159,-2909.879862465243,-123.07834511309545,-3113.7860091095927,-212.8528338011443,-196.63215636081117,-2759.8601313694226,-1112.0561251516779,-580.7434426723253,-256.3405286703428,-588.9622083903952,-1994.719977385751,-1162.4331525358693,-1943.8518719523236,-488.97099425559463,-2850.767488251009,-2632.178033761696,-1435.3476004557003,-543.0448616347076,-1529.085794940298,-168.93934475255435,-1738.2575116267722,-2026.0474028547344,-709.3742212283196
102,-520.0453107554351,-148.39678805220018,-2583.2560811216135,-116.9929209256855,-2379.901796220016,-1080.214735800913,-3063.8414850021927,-88.90184090327774,-1143.822316915755,-156.22749462510282,-115.72280293329014,-1097.6554131512332,-2934.9026049997265,-97.05074054302578,-3296.5738579529784,-199.01676616384896,-177.38883424466906,-2784.5340793263795,-1208.9739005619622,-597.6317354594462,-242.21578896263225,-610.6219856693806,-2021.8139617948048,-1222.8512493191733,-2006.5507451679018,-479.58927524884734,-2875.4723910394555,-2693.5983669699476,-1440.8110767793016,-569.8314307979231,-1585.8524885304278,-151.9643868027821,-1749.8474062681375,-2073.3187964096583,-729.5176332192489
103,-549.2035991887446,-139.72721104377848,-2730.534672801382,-102.95754771298982,-2412.8524477384776,-1145.4140938591993,-3161.9544799216733,-73.66521791833762,-1214.2817515916424,-145.56600137336855,-104.29719325524192,-1124.1189794027619,-2966.652145755066,-78.65978001103727,-3495.948404723071,-193.2102950004085,-167.84051243364303,-2815.4824000014023,-1319.3169423012864,-624.2863804800038,-236.10506517956057,-641.2053021559584,-2056.8699102950504,-1293.0682160073304,-2078.7282357000568,-478.8648960509471,-2906.766534605923,-2764.7222788982544,-1451.5404269176659,-606.7951047862798,-1653.5880288012904,-142.63330822614182,-1767.1534916458133,-2129.3823260779427,-759.3956898685764
104,-586.1280366113671,-137.02826353225154,-2891.338948688315,-94.58858108699717,-2451.4298145204793,-1220.1820437531833,-3270.115686183109,-64.12210623249388,-1294.4256766254084,-140.8404419903307,-98.70534983897291,-1156.4467068825666,-3004.1196224647415,-65.75607483496526,-3711.524510475636,-193.28179045937728,-165.4548825077997,-2851.7120466875444,-1441.6864554511974,-658.6332537065513,-236.0409442185256,-678.9921146363764,-2098.688817766791,-1371.8982662630724,-2159.5760266997395,-484.65670322406334,-2943.5754762596016,-2844.5292740662962,-1466.3520731487356,-651.9236032600732,-1730.8215981777325,-139.09079432675583,-1788.8942250892424,-2193.1811382345186,-797.0832110705921
105,-629.6033137131494,-138.7712105081861,-3066.1658680282503,-90.37343788111879,-2495.1266532134596,-1303.8277464154075,-3388.239293336498,-58.62479843497427,-1383.5985611349824,-140.54587926316242,-97.38423607530673,-1194.1506110807034,-3046.789530735015,-56.78876398249518,-3944.2078787456767,-197.76706131606142,-168.4493631536797,-2892.6974397053878,-1575.7942584874568,-699.4573154809541,-240.63941540502017,-723.034252734329,-2146.669414081944,-1458.9679308820353,-2248.9691073457784,-495.4956911650194,-2985.3683082212424,-2932.7550179350937,-1484.5148840517952,-704.1128717602023,-1816.9206741272849,-139.99671827810405,-1814.3283446246699,-2264.362558275705,-841.4712682745816
106,-679.0404615904514,-143.90991719092688,-3256.173737825761,-89.24896450162004,-2543.857217766838,-1396.2826342913813,-3516.862293112077,-56.0181307701716,-1481.8017657252467,-143.636737386317,-99.25557713555233,-1237.1147323985786,-3094.5205534908946,-50.64294653332077,-4195.72999547474,-205.68958385682578,-175.6000280371421,-2938.2767429817695,-1722.1055467481954,-746.1447590240402,-248.95388559427397,-772.9003126121629,-2200.65054500481,-1554.4574257697532,-2347.2871181170485,-510.4151637391868,-3032.0103175182244,-3029.6746868167966,-1505.6332496564762,-762.8890218476793,-1911.8768764219585,-144.40492214188203,-1843.1045762722372,-2343.067273431773,-892.032671804119
107,-734.3187791716311,-151.75864004350439,-3463.132247470103,-90.48127170555807,-2597.856178184264,-1497.9901776529478,-3657.0382263145375,-55.50462826747514,-1589.5588689739548,-149.40925841074363,-103.59371534466268,-1285.5331823563774,-3147.478643315419,-46.520181704281185,-4468.576273131828,-216.43031974892494,-186.1032248634295,-2988.590076111082,-1881.710165748013,-798.5372325237616,-260.37096442153324,-828.5264631534262,-2260.8271940432305,-1658.9970383317973,-2455.339543415726,-528.8309174127246,-3083.681028279489,-3136.010758264531,-1529.5694983653452,-828.2567031690917,-2016.19489791135,-151.6733898168453,-1875.166124477015,-2429.8347039933615,-948.6862196452144
108,-795.7086270817827,-161.9053288626199,-3689.4929968256333,-93.58023278421686,-2657.642886264961,-1609.8757171379689,-3810.3450720203273,-56.546726150420255,-1707.8864367644542,-157.4189577209179,-109.93524299900884,-1339.8877001825258,-3206.1122959998083,-43.851275154435505,-4766.084161647223,-229.6417878514378,-199.4784638702953,-3044.054386039442,-2056.3216670310976,-856.8580648894236,-274.539206093689,-888.8195016020595,-2327.720597897419,-1773.6533851369643,-2574.3674711280814,-550.461112411443,-3140.8416764630665,-3252.924535555043,-1556.3983008828181,-900.6298209102035,-2130.862623012469,-161.40014377011684,-1910.6979797638915,-2525.585233741758,-1011.7312082664176
109,-863.8536045792948,-174.15406680513945,-3938.519916462151,-98.2406411809165,-2724.0349359658053,-1733.3876625504936,-3978.9795843769634,-58.79726291097714,-1838.340463156163,-167.42579473360786,-118.01855668010283,-1400.9636812269114,-3271.1671311879727,-42.23312348205333,-5092.597531390785,-245.19461895703634,-215.50492323763592,-3105.374439996484,-2248.3768604375673,-921.6944952949573,-291.325113456059,-952.1558835012536,-2402.195894333408,-1899.986838631258,-2706.114506602944,-575.2795196463562,-3204.2456677120604,-3382.0787017614693,-1586.3892387053156,-980.8265467696283,-2257.3946769922813,-173.38106923348184,-1950.1106285376268,-2631.665780758078,-1081.8386852409667
110,-939.7846596128672,-188.49299445491448,-4213.408136242185,-104.3046606718863,-2798.211061861863,-1870.6186976334634,-4165.948313404642,-62.051989820997505,-1983.0934761267326,-179.36277280561464,-127.74718826016223,-1469.911138984524,-3343.745032257897,-41.38344092122091,-5450.104842310823,-263.1515418021772,-234.1876060270099,-3173.5958731248616,-2461.2484815775324,-994.0344638407711,-310.7940424614834,-1022.8134597291034,-2485.532192428492,-2040.186591678933,-2852.9784143442694,-603.5000803538949,-3274.995061732343,-3525.778049256315,-1620.0178880707203,-1070.1275739109255,-2397.958280535448,-187.58802504657012,-1994.0597978350677,-2749.964549185759,-1160.0990583590003
111,-1024.236928142017,-205.0874906253842,-4514.422243040819,-111.74287481392031,-2881.8391437255323,-2024.538987105108,-4375.363320417862,-66.22012388157714,-2143.4602954222682,-193.32706724472752,-139.17476439774214,-1548.368800750111,-3425.4250407197014,-41.1088584996549,-5829.952656578949,-283.76897313790687,-255.75362831287435,-3250.216818160912,-2699.62032484241,-1075.371197334889,-333.21788547517656,-1102.2605545955064,-2579.5646646551613,-2197.281811986435,-3018.2802637317523,-635.5963168514494,-3354.658770833986,-3687.17297478597,-1658.0118550204575,-1170.4144729400907,-2555.613968773661,-204.16859247468506,-2043.5101095349887,-2883.1227899862215,-1248.14103904146
