,user,domain,is_item_specific,n_ss_done,item,alpha,beta
12237,tadpole@active.fi,active.fi,True,14,420,5.28819444390978e-05,0.589071369283428
12239,tadpole@active.fi,active.fi,True,14,550,0.000307608599083604,0.614182170305726
12205,tadpole@active.fi,active.fi,True,14,1241,0.00305661491071537,0.719944260072286
12240,tadpole@active.fi,active.fi,True,14,2006,0.00023169107846297,0.368751824945238
12241,tadpole@active.fi,active.fi,True,14,899,0.0102585552929453,0.900750666684878
12242,tadpole@active.fi,active.fi,True,14,1853,0.000145519383071129,0.603120725814678
12243,tadpole@active.fi,active.fi,True,14,540,0.00716814763379952,0.786456056552211
12244,tadpole@active.fi,active.fi,True,14,414,3.23116221047241e-05,0.265916620217408
12245,tadpole@active.fi,active.fi,True,14,475,0.000154989091748569,0.603569356129379
12246,tadpole@active.fi,active.fi,True,14,1377,0.00015613647183465,0.603692556264364
12247,tadpole@active.fi,active.fi,True,14,2041,0.000155316138927278,0.603578599990315
12248,tadpole@active.fi,active.fi,True,14,361,0.0014910312668126,0.585357098856882
12228,tadpole@active.fi,active.fi,True,14,395,0.00924595946407386,0.735238739531769
12227,tadpole@active.fi,active.fi,True,14,291,1.45705065708527e-05,0.230553967340501
12226,tadpole@active.fi,active.fi,True,14,1293,0.000152612421323196,0.61573050768305
12225,tadpole@active.fi,active.fi,True,14,313,2.75886117189534e-05,0.283520337806394
12206,tadpole@active.fi,active.fi,True,14,579,0.00350040312832722,0.679917797708321
12207,tadpole@active.fi,active.fi,True,14,856,0.020316660832319,0.357390607483211
12208,tadpole@active.fi,active.fi,True,14,1736,0.00982819081408503,0.893398155263401
12209,tadpole@active.fi,active.fi,True,14,738,1.45051534143535e-05,0.0584477416306243
12210,tadpole@active.fi,active.fi,True,14,25,0.00720275221651527,0.927281888724424
12211,tadpole@active.fi,active.fi,True,14,1218,0.0203945988944246,0.327917582342065
12212,tadpole@active.fi,active.fi,True,14,1260,0.0197596910138773,0.530611652325938
12213,tadpole@active.fi,active.fi,True,14,1340,2.41858910059473e-05,0.601283146507262
12214,tadpole@active.fi,active.fi,True,14,1030,2.40642624404644e-05,0.601267432150211
12215,tadpole@active.fi,active.fi,True,14,1138,2.38347834881848e-05,0.601235842757188
12216,tadpole@active.fi,active.fi,True,14,736,0.0155444753113619,0.806187986960981
12217,tadpole@active.fi,active.fi,True,14,157,2.72353131203501e-05,0.138395552059403
12218,tadpole@active.fi,active.fi,True,14,819,0.0169728937671825,0.723288629740941
12219,tadpole@active.fi,active.fi,True,14,779,0.0155340050417056,0.805865664263861
12220,tadpole@active.fi,active.fi,True,14,366,2.27215217417675e-05,0.595165693551455
12221,tadpole@active.fi,active.fi,True,14,108,2.26769947560623e-05,0.595160559458218
12222,tadpole@active.fi,active.fi,True,14,863,2.25385579853113e-05,0.595138996713014
12223,tadpole@active.fi,active.fi,True,14,538,0.000716928000767485,0.466613455133345
12224,tadpole@active.fi,active.fi,True,14,728,2.22724730951169e-05,0.595098988451556
12158,swordfish@active.fi,active.fi,True,14,1569,0.0057382817753275596,0.39463851021118856
12157,swordfish@active.fi,active.fi,True,14,1045,0.0057382817753275596,0.39463851021118856
12156,swordfish@active.fi,active.fi,True,14,550,0.0057382817753275596,0.39463851021118856
12098,swordfish@active.fi,active.fi,True,14,1828,0.0057382817753275596,0.39463851021118856
12089,swordfish@active.fi,active.fi,True,14,509,0.0057382817753275596,0.39463851021118856
12090,swordfish@active.fi,active.fi,True,14,1397,0.0057382817753275596,0.39463851021118856
12091,swordfish@active.fi,active.fi,True,14,1057,0.0057382817753275596,0.39463851021118856
12092,swordfish@active.fi,active.fi,True,14,1781,0.0057382817753275596,0.39463851021118856
12093,swordfish@active.fi,active.fi,True,14,1538,0.0057382817753275596,0.39463851021118856
12094,swordfish@active.fi,active.fi,True,14,1357,0.0057382817753275596,0.39463851021118856
12095,swordfish@active.fi,active.fi,True,14,64,0.0057382817753275596,0.39463851021118856
12096,swordfish@active.fi,active.fi,True,14,4,0.0057382817753275596,0.39463851021118856
12097,swordfish@active.fi,active.fi,True,14,528,0.0057382817753275596,0.39463851021118856
12099,swordfish@active.fi,active.fi,True,14,1301,0.0057382817753275596,0.39463851021118856
12155,swordfish@active.fi,active.fi,True,14,190,0.0057382817753275596,0.39463851021118856
12100,swordfish@active.fi,active.fi,True,14,652,0.0057382817753275596,0.39463851021118856
12101,swordfish@active.fi,active.fi,True,14,101,0.0057382817753275596,0.39463851021118856
12102,swordfish@active.fi,active.fi,True,14,641,0.0057382817753275596,0.39463851021118856
12103,swordfish@active.fi,active.fi,True,14,1819,0.0057382817753275596,0.39463851021118856
12104,swordfish@active.fi,active.fi,True,14,755,0.0057382817753275596,0.39463851021118856
12105,swordfish@active.fi,active.fi,True,14,1174,0.0057382817753275596,0.39463851021118856
12106,swordfish@active.fi,active.fi,True,14,1740,0.0057382817753275596,0.39463851021118856
12107,swordfish@active.fi,active.fi,True,14,1263,0.0057382817753275596,0.39463851021118856
12108,swordfish@active.fi,active.fi,True,14,1478,0.0057382817753275596,0.39463851021118856
12088,swordfish@active.fi,active.fi,True,14,204,0.0057382817753275596,0.39463851021118856
12087,swordfish@active.fi,active.fi,True,14,647,0.0057382817753275596,0.39463851021118856
12086,swordfish@active.fi,active.fi,True,14,1451,0.0057382817753275596,0.39463851021118856
12085,swordfish@active.fi,active.fi,True,14,935,0.0057382817753275596,0.39463851021118856
12066,swordfish@active.fi,active.fi,True,14,1184,0.0057382817753275596,0.39463851021118856
12067,swordfish@active.fi,active.fi,True,14,493,0.0057382817753275596,0.39463851021118856
12068,swordfish@active.fi,active.fi,True,14,418,0.0057382817753275596,0.39463851021118856
12069,swordfish@active.fi,active.fi,True,14,1088,0.0057382817753275596,0.39463851021118856
12070,swordfish@active.fi,active.fi,True,14,1274,0.0057382817753275596,0.39463851021118856
12071,swordfish@active.fi,active.fi,True,14,622,0.0057382817753275596,0.39463851021118856
12072,swordfish@active.fi,active.fi,True,14,202,0.0057382817753275596,0.39463851021118856
12073,swordfish@active.fi,active.fi,True,14,1832,0.0057382817753275596,0.39463851021118856
12074,swordfish@active.fi,active.fi,True,14,40,0.0057382817753275596,0.39463851021118856
12075,swordfish@active.fi,active.fi,True,14,447,0.0057382817753275596,0.39463851021118856
12076,swordfish@active.fi,active.fi,True,14,460,0.0057382817753275596,0.39463851021118856
12077,swordfish@active.fi,active.fi,True,14,701,0.0057382817753275596,0.39463851021118856
12078,swordfish@active.fi,active.fi,True,14,96,0.0057382817753275596,0.39463851021118856
12079,swordfish@active.fi,active.fi,True,14,1047,0.0057382817753275596,0.39463851021118856
12080,swordfish@active.fi,active.fi,True,14,383,0.0057382817753275596,0.39463851021118856
12081,swordfish@active.fi,active.fi,True,14,971,0.0057382817753275596,0.39463851021118856
12082,swordfish@active.fi,active.fi,True,14,1309,0.0057382817753275596,0.39463851021118856
12083,swordfish@active.fi,active.fi,True,14,655,0.0057382817753275596,0.39463851021118856
12084,swordfish@active.fi,active.fi,True,14,1937,0.0057382817753275596,0.39463851021118856
12109,swordfish@active.fi,active.fi,True,14,1572,0.0057382817753275596,0.39463851021118856
12110,swordfish@active.fi,active.fi,True,14,1005,0.0057382817753275596,0.39463851021118856
12111,swordfish@active.fi,active.fi,True,14,1016,0.0057382817753275596,0.39463851021118856
12134,swordfish@active.fi,active.fi,True,14,2017,0.0057382817753275596,0.39463851021118856
12136,swordfish@active.fi,active.fi,True,14,549,0.0057382817753275596,0.39463851021118856
12137,swordfish@active.fi,active.fi,True,14,1213,0.0057382817753275596,0.39463851021118856
12138,swordfish@active.fi,active.fi,True,14,2002,0.0057382817753275596,0.39463851021118856
12139,swordfish@active.fi,active.fi,True,14,968,0.0057382817753275596,0.39463851021118856
12140,swordfish@active.fi,active.fi,True,14,584,0.0057382817753275596,0.39463851021118856
12141,swordfish@active.fi,active.fi,True,14,117,0.0057382817753275596,0.39463851021118856
12142,swordfish@active.fi,active.fi,True,14,654,0.0057382817753275596,0.39463851021118856
12143,swordfish@active.fi,active.fi,True,14,371,0.0057382817753275596,0.39463851021118856
12144,swordfish@active.fi,active.fi,True,14,328,0.0057382817753275596,0.39463851021118856
12145,swordfish@active.fi,active.fi,True,14,960,0.0057382817753275596,0.39463851021118856
12146,swordfish@active.fi,active.fi,True,14,1887,0.0057382817753275596,0.39463851021118856
12147,swordfish@active.fi,active.fi,True,14,1509,0.0057382817753275596,0.39463851021118856
12148,swordfish@active.fi,active.fi,True,14,2025,0.0057382817753275596,0.39463851021118856
12149,swordfish@active.fi,active.fi,True,14,2050,0.0057382817753275596,0.39463851021118856
12150,swordfish@active.fi,active.fi,True,14,1227,0.0057382817753275596,0.39463851021118856
12151,swordfish@active.fi,active.fi,True,14,796,0.0057382817753275596,0.39463851021118856
12152,swordfish@active.fi,active.fi,True,14,1009,0.0057382817753275596,0.39463851021118856
12153,swordfish@active.fi,active.fi,True,14,702,0.0057382817753275596,0.39463851021118856
12154,swordfish@active.fi,active.fi,True,14,621,0.0057382817753275596,0.39463851021118856
12135,swordfish@active.fi,active.fi,True,14,988,0.0057382817753275596,0.39463851021118856
12133,swordfish@active.fi,active.fi,True,14,1212,0.0057382817753275596,0.39463851021118856
12112,swordfish@active.fi,active.fi,True,14,1177,0.0057382817753275596,0.39463851021118856
12132,swordfish@active.fi,active.fi,True,14,2016,0.0057382817753275596,0.39463851021118856
12113,swordfish@active.fi,active.fi,True,14,448,0.0057382817753275596,0.39463851021118856
12114,swordfish@active.fi,active.fi,True,14,789,0.0057382817753275596,0.39463851021118856
12115,swordfish@active.fi,active.fi,True,14,42,0.0057382817753275596,0.39463851021118856
12116,swordfish@active.fi,active.fi,True,14,1136,0.0057382817753275596,0.39463851021118856
12117,swordfish@active.fi,active.fi,True,14,1616,0.0057382817753275596,0.39463851021118856
12118,swordfish@active.fi,active.fi,True,14,930,0.0057382817753275596,0.39463851021118856
12119,swordfish@active.fi,active.fi,True,14,2044,0.0057382817753275596,0.39463851021118856
12120,swordfish@active.fi,active.fi,True,14,6,0.0057382817753275596,0.39463851021118856
12121,swordfish@active.fi,active.fi,True,14,1489,0.0057382817753275596,0.39463851021118856
12122,swordfish@active.fi,active.fi,True,14,232,0.0057382817753275596,0.39463851021118856
12123,swordfish@active.fi,active.fi,True,14,1387,0.0057382817753275596,0.39463851021118856
12124,swordfish@active.fi,active.fi,True,14,1427,0.0057382817753275596,0.39463851021118856
12125,swordfish@active.fi,active.fi,True,14,488,0.0057382817753275596,0.39463851021118856
12126,swordfish@active.fi,active.fi,True,14,1878,0.0057382817753275596,0.39463851021118856
12127,swordfish@active.fi,active.fi,True,14,1916,0.0057382817753275596,0.39463851021118856
12128,swordfish@active.fi,active.fi,True,14,1060,0.0057382817753275596,0.39463851021118856
12129,swordfish@active.fi,active.fi,True,14,381,0.0057382817753275596,0.39463851021118856
12130,swordfish@active.fi,active.fi,True,14,614,0.0057382817753275596,0.39463851021118856
12131,swordfish@active.fi,active.fi,True,14,63,0.0057382817753275596,0.39463851021118856
11877,swan@active.fi,active.fi,True,14,868,0.0007920626966115223,0.5785608399234105
11875,swan@active.fi,active.fi,True,14,243,0.0007920626966115223,0.5785608399234105
12250,tadpole@active.fi,active.fi,True,14,1129,0.000142308384778998,0.602949522806747
11629,sturgeon@active.fi,active.fi,True,14,1643,0.00168866612474148,0.437150352850817
11620,sturgeon@active.fi,active.fi,True,14,1823,0.000130286458320276,0.626793634242502
11621,sturgeon@active.fi,active.fi,True,14,505,0.000129121819056611,0.626736103178898
11622,sturgeon@active.fi,active.fi,True,14,1694,0.00679318534913879,0.727012679780197
11623,sturgeon@active.fi,active.fi,True,14,1175,0.000124635042432542,0.62648706137835
11624,sturgeon@active.fi,active.fi,True,14,1808,1.43803288825647e-05,0.250857277052759
11625,sturgeon@active.fi,active.fi,True,14,1509,0.00183040539930505,0.793314944962077
11626,sturgeon@active.fi,active.fi,True,14,447,0.0140165680387445,0.512519192060947
11627,sturgeon@active.fi,active.fi,True,14,1171,1.17776104628578e-05,0.306936669619074
11628,sturgeon@active.fi,active.fi,True,14,1691,0.00964898974225443,0.650596965171822
11630,sturgeon@active.fi,active.fi,True,14,1173,0.000136315698038574,0.614615684575407
11641,sturgeon@active.fi,active.fi,True,14,2017,0.000117181219856546,0.601280361325763
11631,sturgeon@active.fi,active.fi,True,14,531,4.45059843688272e-05,0.588661494756567
11632,sturgeon@active.fi,active.fi,True,14,457,0.000913965892785193,0.733517236929115
11633,sturgeon@active.fi,active.fi,True,14,567,0.00090782098484853,0.728701120421794
11634,sturgeon@active.fi,active.fi,True,14,1589,7.67662429696319e-06,0.387328406113431
11635,sturgeon@active.fi,active.fi,True,14,1125,0.0100143771256766,0.901891523173961
11636,sturgeon@active.fi,active.fi,True,14,534,0.00492036672452056,0.329739798337459
11637,sturgeon@active.fi,active.fi,True,14,188,0.0144436507929291,0.739277392338295
11638,sturgeon@active.fi,active.fi,True,14,684,0.00969628242723808,0.900691628126876
11639,sturgeon@active.fi,active.fi,True,14,1840,0.00363506015726889,0.417112905051922
11619,sturgeon@active.fi,active.fi,True,14,810,0.00470096062557741,0.841954460433179
11618,sturgeon@active.fi,active.fi,True,14,1167,0.000136093998077619,0.627096309320928
11617,sturgeon@active.fi,active.fi,True,14,466,1.30276789697929e-05,0.0869061871787792
11616,sturgeon@active.fi,active.fi,True,14,1714,0.000122673741013758,0.626359355097079
11397,spider@active.fi,active.fi,True,14,1492,0.0042384889459894624,0.5634906679689584
11398,spider@active.fi,active.fi,True,14,667,0.0042384889459894624,0.5634906679689584
11399,spider@active.fi,active.fi,True,14,1205,0.0042384889459894624,0.5634906679689584
11600,sturgeon@active.fi,active.fi,True,14,1405,0.000137044169217866,0.627137422400478
11601,sturgeon@active.fi,active.fi,True,14,1866,2.08205844830632e-05,0.218024360174608
11602,sturgeon@active.fi,active.fi,True,14,976,0.000290995054971694,0.348995102248681
11603,sturgeon@active.fi,active.fi,True,14,1637,0.015935073289916,0.258473283806998
11604,sturgeon@active.fi,active.fi,True,14,445,0.000774384606172732,0.264007997588981
11605,sturgeon@active.fi,active.fi,True,14,588,0.00870216716809301,0.48382967755084
11606,sturgeon@active.fi,active.fi,True,14,53,1.23252919899571e-05,0.0393388444232399
11607,sturgeon@active.fi,active.fi,True,14,58,8.59540599822384e-05,0.623759632579764
11608,sturgeon@active.fi,active.fi,True,14,1281,8.41726552244059e-05,0.623566724738785
11609,sturgeon@active.fi,active.fi,True,14,1974,0.00800221574132004,0.899067624224051
11610,sturgeon@active.fi,active.fi,True,14,652,0.00437721602687419,0.685959655064626
11611,sturgeon@active.fi,active.fi,True,14,1403,9.17352598313272e-05,0.624244455488501
11612,sturgeon@active.fi,active.fi,True,14,315,0.00425488113127738,0.521780063138725
11613,sturgeon@active.fi,active.fi,True,14,251,0.003203777589094,0.517984691874687
11614,sturgeon@active.fi,active.fi,True,14,64,0.00013097091622305,0.626826565116816
11615,sturgeon@active.fi,active.fi,True,14,915,0.00732339344624141,0.5661432845082
11640,sturgeon@active.fi,active.fi,True,14,799,0.000118364351308046,0.601351820807566
11642,sturgeon@active.fi,active.fi,True,14,1326,0.000113681132967601,0.601072728787045
11395,spider@active.fi,active.fi,True,14,1533,0.0042384889459894624,0.5634906679689584
11676,sturgeon@active.fi,active.fi,True,14,1229,0.0027098449210055673,0.5512270450930445
11667,sturgeon@active.fi,active.fi,True,14,435,0.0027098449210055673,0.5512270450930445
11668,sturgeon@active.fi,active.fi,True,14,816,0.0027098449210055673,0.5512270450930445
11669,sturgeon@active.fi,active.fi,True,14,328,0.0027098449210055673,0.5512270450930445
11670,sturgeon@active.fi,active.fi,True,14,393,0.0027098449210055673,0.5512270450930445
11671,sturgeon@active.fi,active.fi,True,14,655,0.0027098449210055673,0.5512270450930445
11672,sturgeon@active.fi,active.fi,True,14,513,0.0027098449210055673,0.5512270450930445
11673,sturgeon@active.fi,active.fi,True,14,515,0.0027098449210055673,0.5512270450930445
11674,sturgeon@active.fi,active.fi,True,14,875,0.0027098449210055673,0.5512270450930445
11675,sturgeon@active.fi,active.fi,True,14,1864,0.0027098449210055673,0.5512270450930445
11677,sturgeon@active.fi,active.fi,True,14,1841,0.0027098449210055673,0.5512270450930445
11643,sturgeon@active.fi,active.fi,True,14,454,0.0011035238802891,0.241174266468397
11678,sturgeon@active.fi,active.fi,True,14,1367,0.0027098449210055673,0.5512270450930445
11679,sturgeon@active.fi,active.fi,True,14,360,0.0027098449210055673,0.5512270450930445
11680,sturgeon@active.fi,active.fi,True,14,1397,0.0027098449210055673,0.5512270450930445
11681,sturgeon@active.fi,active.fi,True,14,849,0.0027098449210055673,0.5512270450930445
11682,sturgeon@active.fi,active.fi,True,14,282,0.0027098449210055673,0.5512270450930445
11683,sturgeon@active.fi,active.fi,True,14,703,0.0027098449210055673,0.5512270450930445
11684,sturgeon@active.fi,active.fi,True,14,1559,0.0027098449210055673,0.5512270450930445
11685,sturgeon@active.fi,active.fi,True,14,319,0.0027098449210055673,0.5512270450930445
11686,sturgeon@active.fi,active.fi,True,14,1844,0.0027098449210055673,0.5512270450930445
11666,sturgeon@active.fi,active.fi,True,14,26,0.0027098449210055673,0.5512270450930445
11665,sturgeon@active.fi,active.fi,True,14,1039,0.0027098449210055673,0.5512270450930445
11664,sturgeon@active.fi,active.fi,True,14,92,0.0027098449210055673,0.5512270450930445
11663,sturgeon@active.fi,active.fi,True,14,2047,0.0027098449210055673,0.5512270450930445
11644,sturgeon@active.fi,active.fi,True,14,1870,0.000109064128367721,0.600734783111048
11645,sturgeon@active.fi,active.fi,True,14,886,0.000103040337537862,0.600321582953479
11646,sturgeon@active.fi,active.fi,True,14,708,0.000142787742526225,0.602625995097505
11647,sturgeon@active.fi,active.fi,True,14,1558,0.000141240377401285,0.602547757993658
11648,sturgeon@active.fi,active.fi,True,14,231,0.00158834371029289,0.569195060328277
11649,sturgeon@active.fi,active.fi,True,14,533,0.00013890290012169,0.602427728945913
11650,sturgeon@active.fi,active.fi,True,14,1077,0.00122947074209062,0.672886917304539
11651,sturgeon@active.fi,active.fi,True,14,2007,0.000295011802847992,0.595737182913701
11652,sturgeon@active.fi,active.fi,True,14,1139,0.00249705934649414,0.457475169094446
11653,sturgeon@active.fi,active.fi,True,14,1490,0.00244789495013249,0.457258357905895
11654,sturgeon@active.fi,active.fi,True,14,175,0.00138798267321065,0.500000000000001
11655,sturgeon@active.fi,active.fi,True,14,131,0.0027098449210055673,0.5512270450930445
11656,sturgeon@active.fi,active.fi,True,14,981,0.0027098449210055673,0.5512270450930445
11657,sturgeon@active.fi,active.fi,True,14,1406,0.0027098449210055673,0.5512270450930445
11658,sturgeon@active.fi,active.fi,True,14,1769,0.0027098449210055673,0.5512270450930445
11659,sturgeon@active.fi,active.fi,True,14,1128,0.0027098449210055673,0.5512270450930445
11660,sturgeon@active.fi,active.fi,True,14,70,0.0027098449210055673,0.5512270450930445
11661,sturgeon@active.fi,active.fi,True,14,1411,0.0027098449210055673,0.5512270450930445
11662,sturgeon@active.fi,active.fi,True,14,1348,0.0027098449210055673,0.5512270450930445
11396,spider@active.fi,active.fi,True,14,1787,0.0042384889459894624,0.5634906679689584
11394,spider@active.fi,active.fi,True,14,103,0.0042384889459894624,0.5634906679689584
11874,swan@active.fi,active.fi,True,14,2040,0.0007920626966115223,0.5785608399234105
11335,spider@active.fi,active.fi,True,14,1147,0.0042384889459894624,0.5634906679689584
11326,spider@active.fi,active.fi,True,14,967,0.0042384889459894624,0.5634906679689584
11327,spider@active.fi,active.fi,True,14,1758,0.0042384889459894624,0.5634906679689584
11328,spider@active.fi,active.fi,True,14,543,0.0042384889459894624,0.5634906679689584
11329,spider@active.fi,active.fi,True,14,1828,0.0042384889459894624,0.5634906679689584
11330,spider@active.fi,active.fi,True,14,1530,0.0042384889459894624,0.5634906679689584
11331,spider@active.fi,active.fi,True,14,260,0.0042384889459894624,0.5634906679689584
11332,spider@active.fi,active.fi,True,14,1683,0.0042384889459894624,0.5634906679689584
11333,spider@active.fi,active.fi,True,14,391,0.0042384889459894624,0.5634906679689584
11334,spider@active.fi,active.fi,True,14,269,0.0042384889459894624,0.5634906679689584
11336,spider@active.fi,active.fi,True,14,1275,0.0042384889459894624,0.5634906679689584
11347,spider@active.fi,active.fi,True,14,1793,0.0042384889459894624,0.5634906679689584
11337,spider@active.fi,active.fi,True,14,96,0.0042384889459894624,0.5634906679689584
11338,spider@active.fi,active.fi,True,14,1386,0.0042384889459894624,0.5634906679689584
11339,spider@active.fi,active.fi,True,14,437,0.0042384889459894624,0.5634906679689584
11340,spider@active.fi,active.fi,True,14,2010,0.0042384889459894624,0.5634906679689584
11341,spider@active.fi,active.fi,True,14,1443,0.0042384889459894624,0.5634906679689584
11342,spider@active.fi,active.fi,True,14,292,0.0042384889459894624,0.5634906679689584
11343,spider@active.fi,active.fi,True,14,1640,0.0042384889459894624,0.5634906679689584
11344,spider@active.fi,active.fi,True,14,748,0.0042384889459894624,0.5634906679689584
11345,spider@active.fi,active.fi,True,14,662,0.0042384889459894624,0.5634906679689584
11325,spider@active.fi,active.fi,True,14,1440,0.0042384889459894624,0.5634906679689584
11324,spider@active.fi,active.fi,True,14,898,0.0042384889459894624,0.5634906679689584
11323,spider@active.fi,active.fi,True,14,1600,0.0042384889459894624,0.5634906679689584
11322,spider@active.fi,active.fi,True,14,1112,0.0042384889459894624,0.5634906679689584
11303,spider@active.fi,active.fi,True,14,1944,0.0042384889459894624,0.5634906679689584
11304,spider@active.fi,active.fi,True,14,1972,0.0042384889459894624,0.5634906679689584
11305,spider@active.fi,active.fi,True,14,1460,0.0042384889459894624,0.5634906679689584
11306,spider@active.fi,active.fi,True,14,504,0.0042384889459894624,0.5634906679689584
11307,spider@active.fi,active.fi,True,14,444,0.0042384889459894624,0.5634906679689584
11308,spider@active.fi,active.fi,True,14,1351,0.0042384889459894624,0.5634906679689584
11309,spider@active.fi,active.fi,True,14,817,0.0042384889459894624,0.5634906679689584
11310,spider@active.fi,active.fi,True,14,1146,0.0042384889459894624,0.5634906679689584
11311,spider@active.fi,active.fi,True,14,1451,0.0042384889459894624,0.5634906679689584
11312,spider@active.fi,active.fi,True,14,12,0.0042384889459894624,0.5634906679689584
11313,spider@active.fi,active.fi,True,14,116,0.0042384889459894624,0.5634906679689584
11314,spider@active.fi,active.fi,True,14,962,0.0042384889459894624,0.5634906679689584
11315,spider@active.fi,active.fi,True,14,672,0.0042384889459894624,0.5634906679689584
11316,spider@active.fi,active.fi,True,14,1716,0.0042384889459894624,0.5634906679689584
11317,spider@active.fi,active.fi,True,14,711,0.0042384889459894624,0.5634906679689584
11318,spider@active.fi,active.fi,True,14,1629,0.0042384889459894624,0.5634906679689584
11319,spider@active.fi,active.fi,True,14,629,0.0042384889459894624,0.5634906679689584
11320,spider@active.fi,active.fi,True,14,339,0.0042384889459894624,0.5634906679689584
11321,spider@active.fi,active.fi,True,14,1657,0.0042384889459894624,0.5634906679689584
11346,spider@active.fi,active.fi,True,14,1535,0.0042384889459894624,0.5634906679689584
11348,spider@active.fi,active.fi,True,14,1999,0.0042384889459894624,0.5634906679689584
11393,spider@active.fi,active.fi,True,14,263,0.0042384889459894624,0.5634906679689584
11382,spider@active.fi,active.fi,True,14,887,0.0042384889459894624,0.5634906679689584
11373,spider@active.fi,active.fi,True,14,441,0.0042384889459894624,0.5634906679689584
11374,spider@active.fi,active.fi,True,14,215,0.0042384889459894624,0.5634906679689584
11375,spider@active.fi,active.fi,True,14,1534,0.0042384889459894624,0.5634906679689584
11376,spider@active.fi,active.fi,True,14,1830,0.0042384889459894624,0.5634906679689584
11377,spider@active.fi,active.fi,True,14,366,0.0042384889459894624,0.5634906679689584
11378,spider@active.fi,active.fi,True,14,1940,0.0042384889459894624,0.5634906679689584
11379,spider@active.fi,active.fi,True,14,810,0.0042384889459894624,0.5634906679689584
11380,spider@active.fi,active.fi,True,14,753,0.0042384889459894624,0.5634906679689584
11381,spider@active.fi,active.fi,True,14,2003,0.0042384889459894624,0.5634906679689584
11383,spider@active.fi,active.fi,True,14,1531,0.0042384889459894624,0.5634906679689584
11349,spider@active.fi,active.fi,True,14,864,0.0042384889459894624,0.5634906679689584
11384,spider@active.fi,active.fi,True,14,1031,0.0042384889459894624,0.5634906679689584
11385,spider@active.fi,active.fi,True,14,1841,0.0042384889459894624,0.5634906679689584
11386,spider@active.fi,active.fi,True,14,802,0.0042384889459894624,0.5634906679689584
11387,spider@active.fi,active.fi,True,14,140,0.0042384889459894624,0.5634906679689584
11388,spider@active.fi,active.fi,True,14,1853,0.0042384889459894624,0.5634906679689584
11389,spider@active.fi,active.fi,True,14,800,0.0042384889459894624,0.5634906679689584
11390,spider@active.fi,active.fi,True,14,79,0.0042384889459894624,0.5634906679689584
11391,spider@active.fi,active.fi,True,14,1319,0.0042384889459894624,0.5634906679689584
11392,spider@active.fi,active.fi,True,14,1505,0.0042384889459894624,0.5634906679689584
11372,spider@active.fi,active.fi,True,14,1595,0.0042384889459894624,0.5634906679689584
11371,spider@active.fi,active.fi,True,14,989,0.0042384889459894624,0.5634906679689584
11370,spider@active.fi,active.fi,True,14,162,0.0042384889459894624,0.5634906679689584
11369,spider@active.fi,active.fi,True,14,1661,0.0042384889459894624,0.5634906679689584
11350,spider@active.fi,active.fi,True,14,740,0.0042384889459894624,0.5634906679689584
11351,spider@active.fi,active.fi,True,14,425,0.0042384889459894624,0.5634906679689584
11352,spider@active.fi,active.fi,True,14,1311,0.0042384889459894624,0.5634906679689584
11353,spider@active.fi,active.fi,True,14,412,0.0042384889459894624,0.5634906679689584
11354,spider@active.fi,active.fi,True,14,152,0.0042384889459894624,0.5634906679689584
11355,spider@active.fi,active.fi,True,14,1943,0.0042384889459894624,0.5634906679689584
11356,spider@active.fi,active.fi,True,14,1348,0.0042384889459894624,0.5634906679689584
11357,spider@active.fi,active.fi,True,14,1060,0.0042384889459894624,0.5634906679689584
11358,spider@active.fi,active.fi,True,14,1442,0.0042384889459894624,0.5634906679689584
11359,spider@active.fi,active.fi,True,14,1919,0.0042384889459894624,0.5634906679689584
11360,spider@active.fi,active.fi,True,14,389,0.0042384889459894624,0.5634906679689584
11361,spider@active.fi,active.fi,True,14,1272,0.0042384889459894624,0.5634906679689584
11362,spider@active.fi,active.fi,True,14,1206,0.0042384889459894624,0.5634906679689584
11363,spider@active.fi,active.fi,True,14,1203,0.0042384889459894624,0.5634906679689584
11364,spider@active.fi,active.fi,True,14,1711,0.0042384889459894624,0.5634906679689584
11365,spider@active.fi,active.fi,True,14,944,0.0042384889459894624,0.5634906679689584
11366,spider@active.fi,active.fi,True,14,1353,0.0042384889459894624,0.5634906679689584
11367,spider@active.fi,active.fi,True,14,1126,0.0042384889459894624,0.5634906679689584
11368,spider@active.fi,active.fi,True,14,2020,0.0042384889459894624,0.5634906679689584
11687,sturgeon@active.fi,active.fi,True,14,2001,0.0027098449210055673,0.5512270450930445
11688,sturgeon@active.fi,active.fi,True,14,2003,0.0027098449210055673,0.5512270450930445
11689,sturgeon@active.fi,active.fi,True,14,1496,0.0027098449210055673,0.5512270450930445
11816,swan@active.fi,active.fi,True,14,1495,0.00011000610133862,0.625690721255808
11807,swan@active.fi,active.fi,True,14,293,8.98066181038769e-05,0.624162406679289
11808,swan@active.fi,active.fi,True,14,1962,0.0094377951008342,0.637699216557417
11809,swan@active.fi,active.fi,True,14,762,8.7986330149304e-05,0.624006058943107
11810,swan@active.fi,active.fi,True,14,1747,0.00370476470469364,0.413329428543975
11811,swan@active.fi,active.fi,True,14,1736,9.28388131759494e-06,0.203872797153844
11812,swan@active.fi,active.fi,True,14,1376,9.56074551746219e-05,0.624643783170041
11813,swan@active.fi,active.fi,True,14,1371,9.8381138303713e-05,0.624863792817748
